id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
748,2021,Ahmedabad,2021-04-23,T20,RP Singh,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15,162,20,N,,umpire_A,umpire_B
749,2021,Mumbai,2021-04-24,T20,AD Russell,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,145,20,N,,umpire_A,umpire_B
750,2021,Delhi,2021-04-25,T20,SE Marsh,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,wickets,4,163,20,N,,umpire_A,umpire_B
751,2021,Bengaluru,2021-04-26,T20,MS Dhoni,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,4,164,20,N,,umpire_A,umpire_B
752,2021,Kolkata,2021-04-27,T20,JC Buttler,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Sunrisers Hyderabad,wickets,2,137,20,N,,umpire_A,umpire_B
753,2021,Kolkata,2021-04-28,T20,SP Narine,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,26,189,20,N,,umpire_A,umpire_B
754,2021,Kolkata,2021-04-29,T20,SV Samson,"Eden Gardens, Kolkata",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Royal Challengers Bengaluru,wickets,4,153,20,N,,umpire_A,umpire_B
755,2021,Chennai,2021-04-30,T20,A Nortje,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,4,152,20,N,,umpire_A,umpire_B
756,2021,Jaipur,2021-05-01,T20,Shubman Gill,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Royal Challengers Bengaluru,runs,10,142,20,N,,umpire_A,umpire_B
757,2021,Chennai,2021-05-02,T20,DP Conway,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,8,183,20,N,,umpire_A,umpire_B
758,2021,Kolkata,2021-05-03,T20,DP Conway,"Eden Gardens, Kolkata",Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,runs,13,185,20,N,,umpire_A,umpire_B
759,2021,Delhi,2021-05-04,T20,YS Chahal,"Arun Jaitley Stadium, Delhi",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,wickets,4,160,20,N,,umpire_A,umpire_B
760,2021,Delhi,2021-05-05,T20,V Kohli,"Arun Jaitley Stadium, Delhi",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,wickets,6,153,20,N,,umpire_A,umpire_B
761,2021,Chennai,2021-05-06,T20,F du Plessis,"MA Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Kolkata Knight Riders,wickets,5,162,20,N,,umpire_A,umpire_B
762,2021,Kolkata,2021-05-07,T20,RK Singh,"Eden Gardens, Kolkata",Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,runs,27,206,20,N,,umpire_A,umpire_B
763,2021,Bengaluru,2021-05-08,T20,Rashid Khan,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,13,212,20,N,,umpire_A,umpire_B
764,2021,Chennai,2021-05-09,T20,AB de Villiers,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,4,147,20,N,,umpire_A,umpire_B
765,2021,Chennai,2021-05-10,T20,DA Warner,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,8,156,20,N,,umpire_A,umpire_B
766,2021,Chennai,2021-05-11,T20,MS Dhoni,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,90,169,20,N,,umpire_A,umpire_B
767,2021,Chennai,2021-05-12,T20,KS Williamson,"MA Chidambaram Stadium, Chennai",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,4,130,20,N,,umpire_A,umpire_B
768,2021,Mohali,2021-05-13,T20,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,11,172,20,N,,umpire_A,umpire_B
769,2021,Kolkata,2021-05-14,T20,CH Gayle,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,,no result,0,0,20,N,,umpire_A,umpire_B
770,2021,Bengaluru,2021-05-15,T20,RK Singh,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,2,183,20,N,,umpire_A,umpire_B
771,2022,Bengaluru,2022-03-22,T20,WP Saha,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,2,179,20,N,,umpire_A,umpire_B
772,2022,Lucknow,2022-03-23,T20,KS Williamson,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Royal Challengers Bengaluru,runs,43,191,20,N,,umpire_A,umpire_B
773,2022,Delhi,2022-03-24,T20,YS Chahal,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,22,201,20,N,,umpire_A,umpire_B
774,2022,Hyderabad,2022-03-25,T20,Rashid Khan,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,6,146,20,N,,umpire_A,umpire_B
775,2022,Mumbai,2022-03-26,T20,DA Warner,"Wankhede Stadium, Mumbai",Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,wickets,3,158,20,N,,umpire_A,umpire_B
776,2022,Mumbai,2022-03-27,T20,Avesh Khan,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9,94,20,N,,umpire_A,umpire_B
777,2022,Delhi,2022-03-28,T20,B Kumar,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,12,165,20,N,,umpire_A,umpire_B
778,2022,Chennai,2022-03-29,T20,MS Dhoni,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8,170,20,N,,umpire_A,umpire_B
779,2022,Mohali,2022-03-30,T20,DP Conway,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,4,181,20,N,,umpire_A,umpire_B
780,2022,Jaipur,2022-03-31,T20,BB McCullum,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,9,191,20,N,,umpire_A,umpire_B
781,2022,Chennai,2022-04-01,T20,AD Russell,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,29,157,20,N,,umpire_A,umpire_B
782,2022,Ahmedabad,2022-04-02,T20,YBK Jaiswal,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,runs,12,174,20,N,,umpire_A,umpire_B
783,2022,Bengaluru,2022-04-03,T20,A Nortje,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,runs,32,158,20,N,,umpire_A,umpire_B
784,2022,Kolkata,2022-04-04,T20,RK Singh,"Eden Gardens, Kolkata",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Lucknow Super Giants,wickets,2,130,20,N,,umpire_A,umpire_B
785,2022,Lucknow,2022-04-05,T20,WP Saha,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9,162,20,N,,umpire_A,umpire_B
786,2022,Jaipur,2022-04-06,T20,MM Sharma,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bengaluru,wickets,6,182,20,N,,umpire_A,umpire_B
787,2022,Chennai,2022-04-07,T20,SE Marsh,"MA Chidambaram Stadium, Chennai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5,174,20,N,,umpire_A,umpire_B
788,2022,Mumbai,2022-04-08,T20,Q de Kock,"Wankhede Stadium, Mumbai",Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,2,167,20,N,,umpire_A,umpire_B
789,2022,Jaipur,2022-04-09,T20,B Kumar,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,12,168,20,N,,umpire_A,umpire_B
790,2022,Kolkata,2022-04-10,T20,Q de Kock,"Eden Gardens, Kolkata",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,10,143,20,N,,umpire_A,umpire_B
791,2022,Lucknow,2022-04-11,T20,Tilak Varma,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,runs,27,222,20,N,,umpire_A,umpire_B
792,2022,Mumbai,2022-04-12,T20,PP Chawla,"Wankhede Stadium, Mumbai",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Rajasthan Royals,runs,9,164,20,N,,umpire_A,umpire_B
793,2022,Jaipur,2022-04-13,T20,V Kohli,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,runs,58,197,20,N,,umpire_A,umpire_B
794,2022,Mohali,2022-04-14,T20,Rashid Khan,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,1,180,20,N,,umpire_A,umpire_B
795,2022,Lucknow,2022-04-15,T20,DA Warner,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,wickets,4,186,20,N,,umpire_A,umpire_B
796,2022,Mohali,2022-04-16,T20,Mohammed Shami,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,161,20,N,,umpire_A,umpire_B
797,2022,Delhi,2022-04-17,T20,DJ Bravo,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,wickets,4,139,20,N,,umpire_A,umpire_B
798,2022,Mumbai,2022-04-18,T20,Avesh Khan,"Wankhede Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,3,140,20,N,,umpire_A,umpire_B
799,2022,Jaipur,2022-04-19,T20,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,150,20,N,,umpire_A,umpire_B
800,2022,Ahmedabad,2022-04-20,T20,M Morkel,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,4,189,20,N,,umpire_A,umpire_B
801,2022,Bengaluru,2022-04-21,T20,YBK Jaiswal,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,3,142,20,N,,umpire_A,umpire_B
802,2022,Hyderabad,2022-04-22,T20,DJ Bravo,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,16,146,20,N,,umpire_A,umpire_B
803,2022,Kolkata,2022-04-23,T20,AM Rahane,"Eden Gardens, Kolkata",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,155,20,N,,umpire_A,umpire_B
804,2022,Chennai,2022-04-24,T20,F du Plessis,"MA Chidambaram Stadium, Chennai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,2,142,20,N,,umpire_A,umpire_B
805,2022,Kolkata,2022-04-25,T20,KS Williamson,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,16,196,20,N,,umpire_A,umpire_B
806,2022,Mumbai,2022-04-26,T20,NV Ojha,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7,161,20,N,,umpire_A,umpire_B
807,2022,Mumbai,2022-04-27,T20,SP Narine,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,9,179,20,N,,umpire_A,umpire_B
808,2022,Ahmedabad,2022-04-28,T20,T Natarajan,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,192,20,N,,umpire_A,umpire_B
809,2022,Mohali,2022-04-29,T20,AM Rahane,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Lucknow Super Giants,runs,10,168,20,N,,umpire_A,umpire_B
810,2022,Ahmedabad,2022-04-30,T20,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7,162,20,N,,umpire_A,umpire_B
811,2022,Kolkata,2022-05-01,T20,SV Samson,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,,no result,0,0,20,N,,umpire_A,umpire_B
812,2022,Jaipur,2022-05-02,T20,CH Gayle,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,Delhi Capitals,runs,28,191,20,N,,umpire_A,umpire_B
813,2022,Bengaluru,2022-05-03,T20,SE Marsh,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,4,187,20,N,,umpire_A,umpire_B
814,2022,Chennai,2022-05-04,T20,Harbhajan Singh,"MA Chidambaram Stadium, Chennai",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,Gujarat Titans,wickets,7,154,20,N,,umpire_A,umpire_B
815,2022,Hyderabad,2022-05-05,T20,A Nortje,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,53,191,20,N,,umpire_A,umpire_B
816,2022,Mohali,2022-05-06,T20,NV Ojha,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,6,161,20,N,,umpire_A,umpire_B
817,2022,Lucknow,2022-05-07,T20,JC Buttler,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4,194,20,N,,umpire_A,umpire_B
818,2022,Mohali,2022-05-08,T20,KS Williamson,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Rajasthan Royals,runs,26,170,20,N,,umpire_A,umpire_B
819,2022,Mumbai,2022-05-09,T20,M Morkel,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,8,169,20,N,,umpire_A,umpire_B
820,2022,Lucknow,2022-05-10,T20,F du Plessis,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,66,189,20,N,,umpire_A,umpire_B
821,2022,Kolkata,2022-05-11,T20,YS Chahal,"Eden Gardens, Kolkata",Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,Delhi Capitals,wickets,5,97,20,N,,umpire_A,umpire_B
822,2022,Bengaluru,2022-05-12,T20,Rashid Khan,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,49,186,20,N,,umpire_A,umpire_B
823,2022,Jaipur,2022-05-13,T20,SP Narine,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,runs,32,208,20,N,,umpire_A,umpire_B
824,2022,Hyderabad,2022-05-14,T20,AM Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Gujarat Titans,Gujarat Titans,bat,Punjab Kings,wickets,5,172,20,N,,umpire_A,umpire_B
825,2022,Bengaluru,2022-05-15,T20,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,159,20,N,,umpire_A,umpire_B
826,2023,Lucknow,2023-03-22,T20,SS Iyer,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,Chennai Super Kings,runs,0,173,20,N,,umpire_A,umpire_B
827,2023,Ahmedabad,2023-03-23,T20,RA Jadeja,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Lucknow Super Giants,wickets,7,173,20,N,,umpire_A,umpire_B
828,2023,Jaipur,2023-03-24,T20,AM Mishra,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Punjab Kings,Gujarat Titans,field,Gujarat Titans,wickets,5,144,20,N,,umpire_A,umpire_B
829,2023,Ahmedabad,2023-03-25,T20,RP Singh,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Rajasthan Royals,wickets,6,170,20,N,,umpire_A,umpire_B
830,2023,Chennai,2023-03-26,T20,PP Chawla,"MA Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Delhi Capitals,wickets,7,169,20,N,,umpire_A,umpire_B
831,2023,Mumbai,2023-03-27,T20,B Kumar,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bengaluru,wickets,3,206,20,N,,umpire_A,umpire_B
832,2023,Bengaluru,2023-03-28,T20,RA Jadeja,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,2,138,20,N,,umpire_A,umpire_B
833,2023,Chennai,2023-03-29,T20,Rashid Khan,"MA Chidambaram Stadium, Chennai",Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Punjab Kings,wickets,4,174,20,N,,umpire_A,umpire_B
834,2023,Chennai,2023-03-30,T20,HH Pandya,"MA Chidambaram Stadium, Chennai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,11,159,20,N,,umpire_A,umpire_B
835,2023,Bengaluru,2023-03-31,T20,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,18,168,20,N,,umpire_A,umpire_B
836,2023,Ahmedabad,2023-04-01,T20,YS Chahal,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,field,Lucknow Super Giants,wickets,3,170,20,N,,umpire_A,umpire_B
837,2023,Chennai,2023-04-02,T20,Z Khan,"MA Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5,162,20,N,,umpire_A,umpire_B
838,2023,Ahmedabad,2023-04-03,T20,SL Malinga,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,runs,37,170,20,N,,umpire_A,umpire_B
839,2023,Delhi,2023-04-04,T20,SP Narine,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,149,20,N,,umpire_A,umpire_B
840,2023,Hyderabad,2023-04-05,T20,Q de Kock,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Delhi Capitals,wickets,4,122,20,N,,umpire_A,umpire_B
841,2023,Mumbai,2023-04-06,T20,PA Patel,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,12,189,20,N,,umpire_A,umpire_B
842,2023,Ahmedabad,2023-04-07,T20,MS Dhoni,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,,no result,0,0,20,N,,umpire_A,umpire_B
843,2023,Lucknow,2023-04-08,T20,SL Malinga,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,3,179,20,N,,umpire_A,umpire_B
844,2023,Mumbai,2023-04-09,T20,SS Iyer,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,runs,23,180,20,N,,umpire_A,umpire_B
845,2023,Mohali,2023-04-10,T20,WP Saha,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,27,176,20,N,,umpire_A,umpire_B
846,2023,Chennai,2023-04-11,T20,AB de Villiers,"MA Chidambaram Stadium, Chennai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,wickets,3,169,20,N,,umpire_A,umpire_B
847,2023,Bengaluru,2023-04-12,T20,SS Iyer,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru,Gujarat Titans,bat,Royal Challengers Bengaluru,wickets,5,170,20,N,,umpire_A,umpire_B
848,2023,Mumbai,2023-04-13,T20,DP Conway,"Wankhede Stadium, Mumbai",Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4,180,20,N,,umpire_A,umpire_B
849,2023,Mohali,2023-04-14,T20,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,172,20,N,,umpire_A,umpire_B
850,2023,Mumbai,2023-04-15,T20,SE Marsh,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,171,20,N,,umpire_A,umpire_B
851,2023,Delhi,2023-04-16,T20,SP Narine,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,25,182,20,N,,umpire_A,umpire_B
852,2023,Mumbai,2023-04-17,T20,Tilak Varma,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,4,168,20,N,,umpire_A,umpire_B
853,2023,Hyderabad,2023-04-18,T20,DL Chahar,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,27,191,20,N,,umpire_A,umpire_B
854,2023,Bengaluru,2023-04-19,T20,KA Pollard,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,15,165,20,N,,umpire_A,umpire_B
855,2023,Chennai,2023-04-20,T20,G Gambhir,"MA Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bengaluru,wickets,6,135,20,N,,umpire_A,umpire_B
856,2023,Jaipur,2023-04-21,T20,SV Samson,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,17,169,20,N,,umpire_A,umpire_B
857,2023,Mohali,2023-04-22,T20,SV Samson,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,8,186,20,N,,umpire_A,umpire_B
858,2023,Bengaluru,2023-04-23,T20,A Nehra,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Punjab Kings,Punjab Kings,bat,Punjab Kings,runs,1,164,20,N,,umpire_A,umpire_B
859,2023,Jaipur,2023-04-24,T20,SE Marsh,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,5,166,20,N,,umpire_A,umpire_B
860,2023,Lucknow,2023-04-25,T20,AM Rahane,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,runs,14,147,20,N,,umpire_A,umpire_B
861,2023,Lucknow,2023-04-26,T20,Z Khan,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7,177,20,N,,umpire_A,umpire_B
862,2023,Jaipur,2023-04-27,T20,SV Samson,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,5,126,20,N,,umpire_A,umpire_B
863,2023,Mohali,2023-04-28,T20,AM Mishra,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,4,152,20,N,,umpire_A,umpire_B
864,2023,Kolkata,2023-04-29,T20,SP Narine,"Eden Gardens, Kolkata",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,runs,16,192,20,N,,umpire_A,umpire_B
865,2023,Delhi,2023-04-30,T20,WP Saha,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Kolkata Knight Riders,wickets,1,147,20,N,,umpire_A,umpire_B
866,2023,Mumbai,2023-05-01,T20,YS Chahal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Rajasthan Royals,wickets,3,163,20,N,,umpire_A,umpire_B
